timestamp,client_id,epoch,step,loss,acc,latency_s,MB_tx,MB_rx
1760902109.531893,2,0,43,1.9557814598083496,0.20276989042758942,0.2412886619567871,0.03125,0.03125
1760902109.6159477,3,0,37,1.9761013984680176,0.2043585479259491,0.2090592384338379,0.03125,0.03125
1760902109.6946008,1,0,45,2.0606164932250977,0.17866848409175873,0.21317315101623535,0.03125,0.03125
1760902109.7602046,2,0,44,1.8524060249328613,0.20590278506278992,0.20284271240234375,0.03125,0.03125
1760902109.821633,3,0,38,1.7945396900177002,0.2083333283662796,0.1873311996459961,0.03125,0.03125
1760902109.9146643,1,0,46,2.023015022277832,0.18051861226558685,0.20596861839294434,0.03125,0.03125
1760902109.994215,2,0,45,1.9086086750030518,0.2085597813129425,0.21287059783935547,0.03125,0.03125
1760902110.0938532,3,0,39,2.0117576122283936,0.20781250298023224,0.23466897010803223,0.03125,0.03125
1760902110.1881618,1,0,47,1.849989652633667,0.18359375,0.2566702365875244,0.03125,0.03125
1760902110.3062851,2,0,46,1.9628880023956299,0.21077127754688263,0.2798926830291748,0.03125,0.03125
1760902110.389795,3,0,40,1.8982224464416504,0.20960365235805511,0.27068042755126953,0.03125,0.03125
1760902110.491662,1,0,48,2.034027099609375,0.18654336035251617,0.2826519012451172,0.03125,0.03125
1760902110.5827398,2,0,47,1.9218065738677979,0.212890625,0.25081491470336914,0.03125,0.03125
1760902110.7141843,3,0,41,1.7518869638442993,0.2135416716337204,0.3127622604370117,0.03125,0.03125
1760902110.80869,1,0,49,2.153893232345581,0.18781250715255737,0.30437588691711426,0.03125,0.03125
1760902110.9426484,2,0,48,1.9530408382415771,0.2136479616165161,0.3393733501434326,0.03125,0.03125
1760902111.053639,3,0,42,1.9974167346954346,0.21402616798877716,0.3237481117248535,0.03125,0.03125
1760902111.1755195,1,0,50,2.0026941299438477,0.18995098769664764,0.3391742706298828,0.03125,0.03125
1760902111.2647212,2,0,49,1.7685456275939941,0.21531249582767487,0.30606985092163086,0.03125,0.03125
1760902111.3999388,3,0,43,1.8295223712921143,0.2166193127632141,0.33089208602905273,0.03125,0.03125
1760902111.5096333,1,0,51,1.995943546295166,0.19110576808452606,0.3139309883117676,0.03125,0.03125
1760902111.6273463,2,0,50,1.891782283782959,0.21629901230335236,0.3307070732116699,0.03125,0.03125
1760902111.758562,3,0,44,1.9749751091003418,0.2170138955116272,0.3339242935180664,0.03125,0.03125
1760902111.8682797,1,0,52,2.0770018100738525,0.19103772938251495,0.34255528450012207,0.03125,0.03125
1760902111.9963105,2,0,51,1.9463958740234375,0.21694710850715637,0.33968043327331543,0.03125,0.03125
1760902112.123075,3,0,45,1.8120671510696411,0.21875,0.3392767906188965,0.03125,0.03125
1760902112.244423,1,0,53,2.2196435928344727,0.1909722238779068,0.336932897567749,0.03125,0.03125
1760902112.3787878,2,0,52,1.981235384941101,0.2172759473323822,0.36481714248657227,0.03125,0.03125
1760902112.480748,3,0,46,1.9668619632720947,0.22007979452610016,0.32578277587890625,0.03125,0.03125
1760902112.6199906,1,0,54,2.015256404876709,0.1926136314868927,0.34079980850219727,0.03125,0.03125
1760902112.7434056,2,0,53,1.9075191020965576,0.21817129850387573,0.3446059226989746,0.03125,0.03125
1760902112.8530216,3,0,47,1.855979323387146,0.2210286408662796,0.34799933433532715,0.03125,0.03125
1760902112.9934685,1,0,55,1.9303350448608398,0.1939174085855484,0.35198330879211426,0.03125,0.03125
1760902113.120045,2,0,54,1.8745805025100708,0.2193181812763214,0.34198474884033203,0.03125,0.03125
1760902113.2650685,3,0,48,1.839074730873108,0.22130101919174194,0.37995362281799316,0.03125,0.03125
1760902113.3673046,1,0,56,1.9869763851165771,0.19572368264198303,0.35355567932128906,0.03125,0.03125
1760902113.4975584,2,0,55,2.046794891357422,0.2190290242433548,0.35241055488586426,0.03125,0.03125
1760902113.6006265,3,0,49,1.9202144145965576,0.2240625023841858,0.3235971927642822,0.03125,0.03125
1760902113.7582161,1,0,57,1.8854269981384277,0.1990840584039688,0.3676333427429199,0.03125,0.03125
1760902113.8534834,2,0,56,1.954013466835022,0.21902412176132202,0.3393878936767578,0.03125,0.03125
1760902113.9897377,3,0,50,1.865741491317749,0.22579656541347504,0.34744858741760254,0.03125,0.03125
1760902114.103382,1,0,58,2.067826509475708,0.19915254414081573,0.33222007751464844,0.03125,0.03125
1760902114.2129805,2,0,57,1.844956636428833,0.22144396603107452,0.32770824432373047,0.03125,0.03125
1760902114.3092747,3,0,51,1.8624643087387085,0.22746394574642181,0.29200148582458496,0.03125,0.03125
1760902114.4399254,1,0,59,1.8925013542175293,0.2005208283662796,0.3093130588531494,0.03125,0.03125
1760902114.5270047,2,0,58,1.8940870761871338,0.2224576324224472,0.2874131202697754,0.03125,0.03125
1760902114.6297176,3,0,52,1.951763391494751,0.22936320304870605,0.2808089256286621,0.03125,0.03125
1760902114.7437239,1,0,60,1.9104689359664917,0.20261269807815552,0.2771899700164795,0.03125,0.03125
1760902114.9068325,2,0,59,1.736038088798523,0.22604165971279144,0.35593700408935547,0.03125,0.03125
1760902114.986874,3,0,53,1.8556303977966309,0.23206017911434174,0.33413052558898926,0.03125,0.03125
1760902115.1192694,1,0,61,1.8689430952072144,0.20488911867141724,0.3416016101837158,0.03125,0.03125
1760902115.2156293,2,0,60,1.8240811824798584,0.22848360240459442,0.30077600479125977,0.03125,0.03125
1760902115.3290284,3,0,54,1.9765478372573853,0.23181818425655365,0.31931495666503906,0.03125,0.03125
1760902115.428982,1,0,62,2.0493175983428955,0.2065972238779068,0.2828328609466553,0.03125,0.03125
1760902115.5249646,2,0,61,1.8865039348602295,0.22958669066429138,0.2716176509857178,0.03125,0.03125
1760902115.6179397,3,0,55,1.9125282764434814,0.2335379421710968,0.2639143466949463,0.03125,0.03125
1760902115.6808712,1,0,63,1.8969236612319946,0.20849609375,0.2275233268737793,0.03125,0.03125
1760902115.7755811,2,0,62,1.813730001449585,0.2316468209028244,0.23479819297790527,0.03125,0.03125
1760902115.8755372,3,0,56,1.7641546726226807,0.23656798899173737,0.24287986755371094,0.03125,0.03125
1760902115.9049242,1,0,64,1.8530018329620361,0.20985576510429382,0.19802188873291016,0.03125,0.03125
1760902116.009332,2,0,63,1.8238177299499512,0.233154296875,0.18152761459350586,0.03125,0.03125
1760902116.1490126,3,0,57,1.947190523147583,0.2373383641242981,0.27347540855407715,0.03125,0.03125
1760902116.1808558,1,0,65,2.0833206176757812,0.20999053120613098,0.24875307083129883,0.03125,0.03125
1760902116.3021898,2,0,64,1.780232548713684,0.2348557710647583,0.21179556846618652,0.03125,0.03125
1760902116.3768556,3,0,58,1.7559316158294678,0.23914195597171783,0.21649718284606934,0.03125,0.03125
1760902116.4527194,1,0,66,1.80364191532135,0.21222014725208282,0.2177562713623047,0.03125,0.03125
1760902116.5419466,2,0,65,1.9184272289276123,0.23579545319080353,0.22525668144226074,0.03125,0.03125
1760902116.6346335,3,0,59,1.9174543619155884,0.2395833283662796,0.23990821838378906,0.03125,0.03125
1760902116.7129056,1,0,67,1.8443784713745117,0.21392463147640228,0.23594975471496582,0.03125,0.03125
1760902116.8060336,2,0,66,1.859523892402649,0.23507462441921234,0.24621200561523438,0.03125,0.03125
1760902116.8708405,3,0,60,1.7269182205200195,0.24180327355861664,0.21819543838500977,0.03125,0.03125
1760902116.9494743,1,0,68,2.063504695892334,0.2137681096792221,0.2140674591064453,0.03125,0.03125
1760902117.0428338,2,0,67,1.9402883052825928,0.23621323704719543,0.2206885814666748,0.03125,0.03125
1760902117.154486,3,0,61,1.8543851375579834,0.2431955635547638,0.2657334804534912,0.03125,0.03125
1760902117.2435842,1,0,69,2.08500599861145,0.2142857164144516,0.2781839370727539,0.03125,0.03125
1760902117.3295631,2,0,68,1.8269859552383423,0.23686593770980835,0.25971245765686035,0.03125,0.03125
1760902117.3863776,3,0,62,1.7604084014892578,0.2450396865606308,0.21984052658081055,0.03125,0.03125
1760902117.4934628,1,0,70,1.6703062057495117,0.21720950305461884,0.2337038516998291,0.03125,0.03125
1760902117.587465,2,0,69,1.749820590019226,0.24040178954601288,0.23960447311401367,0.03125,0.03125
1760902117.705755,3,0,63,1.6480143070220947,0.24755859375,0.285764217376709,0.03125,0.03125
1760902117.7904649,1,0,71,1.7898304462432861,0.21875,0.28403472900390625,0.03125,0.03125
1760902117.8617635,2,0,70,1.773101568222046,0.2425176054239273,0.25154805183410645,0.03125,0.03125
1760902117.9328773,3,0,64,1.7641890048980713,0.25024038553237915,0.20812749862670898,0.03125,0.03125
1760902118.0039408,1,0,72,1.872836709022522,0.21939212083816528,0.21119213104248047,0.03125,0.03125
1760902118.0747354,2,0,71,1.6259845495224,0.2456597238779068,0.19727396965026855,0.03125,0.03125
1760902118.1683443,3,0,65,1.947614073753357,0.25118371844291687,0.21830391883850098,0.03125,0.03125
1760902118.259853,1,0,73,1.8639428615570068,0.22128377854824066,0.2412877082824707,0.03125,0.03125
1760902118.331321,2,0,72,1.7288345098495483,0.2467893809080124,0.2298274040222168,0.03125,0.03125
1760902118.384739,3,0,66,1.7551600933074951,0.25443097949028015,0.19666099548339844,0.03125,0.03125
1760902118.4822278,1,0,74,1.9465951919555664,0.22187499701976776,0.20809388160705566,0.03125,0.03125
1760902118.59081,2,0,73,1.903909683227539,0.2461993247270584,0.25350213050842285,0.03125,0.03125
1760902118.6931005,3,0,67,1.7805914878845215,0.25390625,0.27435922622680664,0.03125,0.03125
1760902118.790758,1,0,75,1.9087755680084229,0.22224506735801697,0.27416014671325684,0.03125,0.03125
1760902118.8680918,2,0,74,1.8552570343017578,0.24708333611488342,0.24371623992919922,0.03125,0.03125
1760902118.9473073,3,0,68,1.8668913841247559,0.25271740555763245,0.22943472862243652,0.03125,0.03125
1760902119.0706632,1,0,76,1.9136457443237305,0.22362013161182404,0.2539515495300293,0.03125,0.03125
1760902119.1762369,2,0,75,1.929020643234253,0.24814967811107635,0.2831728458404541,0.03125,0.03125
1760902119.2904718,3,0,69,1.819626808166504,0.2544642984867096,0.32732200622558594,0.03125,0.03125
1760902119.3535612,1,0,77,1.9252052307128906,0.22455929219722748,0.26688718795776367,0.03125,0.03125
1760902119.4462323,2,0,76,1.8413479328155518,0.24817369878292084,0.23931264877319336,0.03125,0.03125
1760902119.5259337,3,0,70,1.8271417617797852,0.25506162643432617,0.2176036834716797,0.03125,0.03125
1760902119.634953,1,0,78,1.8882253170013428,0.2258702516555786,0.2453904151916504,0.03125,0.03125
1760902119.6814902,2,0,77,1.8868381977081299,0.24839743971824646,0.21913862228393555,0.03125,0.03125
1760902119.759343,3,0,71,1.7818245887756348,0.2556423544883728,0.2114276885986328,0.03125,0.03125
1760902119.8380485,1,0,79,1.8526103496551514,0.22636719048023224,0.19860577583312988,0.03125,0.03125
1760902119.9023685,2,0,78,1.7803418636322021,0.24980221688747406,0.2051401138305664,0.03125,0.03125
1760902119.9801435,3,0,72,1.7179481983184814,0.2579195201396942,0.2014620304107666,0.03125,0.03125
1760902120.041758,1,0,80,1.8098559379577637,0.22723765671253204,0.19044089317321777,0.03125,0.03125
1760902120.1343355,2,0,79,1.7988032102584839,0.2503906190395355,0.20824265480041504,0.03125,0.03125
1760902120.2351115,3,0,73,1.8086426258087158,0.2580236494541168,0.24191999435424805,0.03125,0.03125
1760902120.3070087,1,0,81,1.7152477502822876,0.2294207364320755,0.23500871658325195,0.03125,0.03125
1760902120.3845549,2,0,80,1.787828803062439,0.25231480598449707,0.22327256202697754,0.03125,0.03125
1760902120.447061,3,0,74,1.7002497911453247,0.2591666579246521,0.19815921783447266,0.03125,0.03125
1760902120.5593822,1,0,82,1.987625241279602,0.22948041558265686,0.23137307167053223,0.03125,0.03125
1760902120.6630027,2,0,81,1.5563970804214478,0.25514480471611023,0.26451683044433594,0.03125,0.03125
1760902120.7460532,3,0,75,1.6788744926452637,0.26130756735801697,0.27037906646728516,0.03125,0.03125
1760902120.8246377,1,0,83,1.7336591482162476,0.2310267835855484,0.23699092864990234,0.03125,0.03125
1760902120.9165905,2,0,82,1.6682350635528564,0.25715360045433044,0.23061823844909668,0.03125,0.03125
1760902120.992689,3,0,76,1.6865428686141968,0.2633928656578064,0.22298693656921387,0.03125,0.03125
1760902121.0721762,1,0,84,1.778079867362976,0.23198530077934265,0.22303032875061035,0.03125,0.03125
1760902121.1504936,2,0,83,1.757659912109375,0.2578125,0.21191930770874023,0.03125,0.03125
1760902121.243283,3,0,77,2.0307693481445312,0.26462340354919434,0.2346794605255127,0.03125,0.03125
1760902121.3265612,1,0,85,1.8354778289794922,0.23364825546741486,0.2282850742340088,0.03125,0.03125
1760902121.4022737,2,0,84,1.6944596767425537,0.25882354378700256,0.2286217212677002,0.03125,0.03125
1760902121.4842634,3,0,78,1.8990058898925781,0.265625,0.22290968894958496,0.03125,0.03125
1760902121.555388,1,0,86,1.7082304954528809,0.23581178486347198,0.20983147621154785,0.03125,0.03125
1760902121.631968,2,0,85,1.653642177581787,0.2607194781303406,0.20032334327697754,0.03125,0.03125
1760902121.7304418,3,0,79,1.7803856134414673,0.26679688692092896,0.2229008674621582,0.03125,0.03125
1760902121.8190792,1,0,87,1.993098258972168,0.23703835904598236,0.24052000045776367,0.03125,0.03125
1760902121.8899245,2,0,86,1.677809476852417,0.2625718414783478,0.23197245597839355,0.03125,0.03125
1760902121.9633238,3,0,80,1.7469794750213623,0.26678240299224854,0.21113181114196777,0.03125,0.03125
1760902122.0463219,1,0,88,1.6581308841705322,0.2378862351179123,0.21759414672851562,0.03125,0.03125
1760902122.1190546,2,0,87,1.7717077732086182,0.2634943127632141,0.21713733673095703,0.03125,0.03125
1760902122.184335,3,0,81,1.743164300918579,0.2671493887901306,0.19826292991638184,0.03125,0.03125
1760902122.280506,1,0,89,1.6292102336883545,0.2395833283662796,0.21832704544067383,0.03125,0.03125
1760902122.355352,2,0,88,1.656696081161499,0.2654494345188141,0.21456336975097656,0.03125,0.03125
1760902122.447382,3,0,82,1.6568059921264648,0.26826053857803345,0.2350609302520752,0.03125,0.03125
1760902122.5464275,1,0,90,1.6572227478027344,0.24141483008861542,0.2470104694366455,0.03125,0.03125
1760902122.6475809,2,0,89,1.7457597255706787,0.2663194537162781,0.27672457695007324,0.03125,0.03125
1760902122.7181473,3,0,83,1.6857719421386719,0.2699032723903656,0.23459362983703613,0.03125,0.03125
1760902122.7971435,1,0,91,1.6594786643981934,0.24354620277881622,0.23169302940368652,0.03125,0.03125
1760902122.8702126,2,0,90,1.6946139335632324,0.2680288553237915,0.20923471450805664,0.03125,0.03125
1760902122.9304998,3,0,84,1.7179181575775146,0.2696691155433655,0.1941390037536621,0.03125,0.03125
1760902123.0169,1,0,92,1.784664511680603,0.24546371400356293,0.20366811752319336,0.03125,0.03125
1760902123.109178,2,0,91,1.718239665031433,0.26987093687057495,0.2212677001953125,0.03125,0.03125
1760902123.193863,3,0,85,1.7119877338409424,0.27125728130340576,0.23974919319152832,0.03125,0.03125
1760902123.3210437,1,0,93,2.018118381500244,0.24567818641662598,0.2868046760559082,0.03125,0.03125
1760902123.359567,2,0,92,1.9316763877868652,0.2691532373428345,0.2290339469909668,0.03125,0.03125
